Op	InType	OutType	Template	DesignStat	DPD	TWDFR
div_by_1125899906842624	signed64	signed64	sync	impl	5,222	-0,098
dotnet_shift_left_by_51	unsigned64	unsigned64	sync	impl	0,795	-0,067
dotnet_shift_left_by_51	signed64	signed64	sync	impl	0,795	-0,067
dotnet_shift_right_by_51	unsigned64	unsigned64	sync	impl	0,743	-0,098
dotnet_shift_right_by_51	signed64	signed64	sync	impl	2,075	-0,093
mul_by_2251799813685248	unsigned64	unsigned64	sync	impl	0,795	-0,067
mul_by_2251799813685248	signed64	signed64	sync	impl	0,795	-0,067
div_by_2251799813685248	unsigned64	unsigned64	sync	impl	0,743	-0,098
div_by_2251799813685248	signed64	signed64	sync	impl	5,058	-0,109
dotnet_shift_left_by_52	unsigned64	unsigned64	sync	impl	0,732	-0,098
dotnet_shift_left_by_52	signed64	signed64	sync	impl	0,732	-0,098
dotnet_shift_right_by_52	unsigned64	unsigned64	sync	impl	0,743	-0,098
dotnet_shift_right_by_52	signed64	signed64	sync	impl	2,412	-0,103
mul_by_4503599627370496	unsigned64	unsigned64	sync	impl	0,732	-0,098
mul_by_4503599627370496	signed64	signed64	sync	impl	0,732	-0,098
div_by_4503599627370496	unsigned64	unsigned64	sync	impl	0,743	-0,098
div_by_4503599627370496	signed64	signed64	sync	impl	4,957	-0,223
dotnet_shift_left_by_53	unsigned64	unsigned64	sync	impl	0,743	-0,098
dotnet_shift_left_by_53	signed64	signed64	sync	impl	0,743	-0,098
dotnet_shift_right_by_53	unsigned64	unsigned64	sync	impl	0,732	-0,098
dotnet_shift_right_by_53	signed64	signed64	sync	impl	2,378	-0,106
mul_by_9007199254740992	unsigned64	unsigned64	sync	impl	0,743	-0,098
mul_by_9007199254740992	signed64	signed64	sync	impl	0,743	-0,098
div_by_9007199254740992	unsigned64	unsigned64	sync	impl	0,732	-0,098
div_by_9007199254740992	signed64	signed64	sync	impl	5,341	-0,191
dotnet_shift_left_by_54	unsigned64	unsigned64	sync	impl	0,732	-0,098
dotnet_shift_left_by_54	signed64	signed64	sync	impl	0,732	-0,098
dotnet_shift_right_by_54	unsigned64	unsigned64	sync	impl	0,732	-0,098
dotnet_shift_right_by_54	signed64	signed64	sync	impl	2,349	-0,108
mul_by_18014398509481984	unsigned64	unsigned64	sync	impl	0,732	-0,098
mul_by_18014398509481984	signed64	signed64	sync	impl	0,732	-0,098
div_by_18014398509481984	unsigned64	unsigned64	sync	impl	0,732	-0,098
div_by_18014398509481984	signed64	signed64	sync	impl	5,433	-0,064
dotnet_shift_left_by_55	unsigned64	unsigned64	sync	impl	0,758	-0,103
dotnet_shift_left_by_55	signed64	signed64	sync	impl	0,758	-0,103
dotnet_shift_right_by_55	unsigned64	unsigned64	sync	impl	0,743	-0,098
dotnet_shift_right_by_55	signed64	signed64	sync	impl	2,306	-0,114
mul_by_36028797018963968	unsigned64	unsigned64	sync	impl	0,758	-0,103
mul_by_36028797018963968	signed64	signed64	sync	impl	0,758	-0,103
div_by_36028797018963968	unsigned64	unsigned64	sync	impl	0,743	-0,098
div_by_36028797018963968	signed64	signed64	sync	impl	5,375	-0,184
dotnet_shift_left_by_56	unsigned64	unsigned64	sync	impl	0,809	-0,098
dotnet_shift_left_by_56	signed64	signed64	sync	impl	0,809	-0,098
dotnet_shift_right_by_56	unsigned64	unsigned64	sync	impl	0,743	-0,098
dotnet_shift_right_by_56	signed64	signed64	sync	impl	2,197	-0,093
mul_by_72057594037927936	unsigned64	unsigned64	sync	impl	0,809	-0,098
mul_by_72057594037927936	signed64	signed64	sync	impl	0,809	-0,098
div_by_72057594037927936	unsigned64	unsigned64	sync	impl	0,743	-0,098
div_by_72057594037927936	signed64	signed64	sync	impl	5,236	-0,303
dotnet_shift_left_by_57	unsigned64	unsigned64	sync	impl	0,795	-0,067
dotnet_shift_left_by_57	signed64	signed64	sync	impl	0,795	-0,067
dotnet_shift_right_by_57	unsigned64	unsigned64	sync	impl	0,743	-0,098
dotnet_shift_right_by_57	signed64	signed64	sync	impl	2,413	-0,103
mul_by_144115188075855872	unsigned64	unsigned64	sync	impl	0,795	-0,067
mul_by_144115188075855872	signed64	signed64	sync	impl	0,795	-0,067
div_by_144115188075855872	unsigned64	unsigned64	sync	impl	0,743	-0,098
div_by_144115188075855872	signed64	signed64	sync	impl	5,553	-0,046
dotnet_shift_left_by_58	unsigned64	unsigned64	sync	impl	0,732	-0,098
dotnet_shift_left_by_58	signed64	signed64	sync	impl	0,732	-0,098
dotnet_shift_right_by_58	unsigned64	unsigned64	sync	impl	0,743	-0,098
dotnet_shift_right_by_58	signed64	signed64	sync	impl	2,556	-0,053
mul_by_288230376151711744	unsigned64	unsigned64	sync	impl	0,732	-0,098
mul_by_288230376151711744	signed64	signed64	sync	impl	0,732	-0,098
div_by_288230376151711744	unsigned64	unsigned64	sync	impl	0,743	-0,098
div_by_288230376151711744	signed64	signed64	sync	impl	5,350	-0,073
dotnet_shift_left_by_59	unsigned64	unsigned64	sync	impl	0,743	-0,098
dotnet_shift_left_by_59	signed64	signed64	sync	impl	0,743	-0,098
dotnet_shift_right_by_59	unsigned64	unsigned64	sync	impl	0,795	-0,067
dotnet_shift_right_by_59	signed64	signed64	sync	impl	2,542	-0,204
mul_by_576460752303423488	unsigned64	unsigned64	sync	impl	0,743	-0,098
mul_by_576460752303423488	signed64	signed64	sync	impl	0,743	-0,098
div_by_576460752303423488	unsigned64	unsigned64	sync	impl	0,795	-0,067
div_by_576460752303423488	signed64	signed64	sync	impl	5,449	-0,056
dotnet_shift_left_by_60	unsigned64	unsigned64	sync	impl	0,795	-0,067
dotnet_shift_left_by_60	signed64	signed64	sync	impl	0,795	-0,067
dotnet_shift_right_by_60	unsigned64	unsigned64	sync	impl	0,689	-0,067
dotnet_shift_right_by_60	signed64	signed64	sync	impl	2,526	-0,107
mul_by_1152921504606846976	unsigned64	unsigned64	sync	impl	0,795	-0,067
mul_by_1152921504606846976	signed64	signed64	sync	impl	0,795	-0,067
div_by_1152921504606846976	unsigned64	unsigned64	sync	impl	0,689	-0,067
div_by_1152921504606846976	signed64	signed64	sync	impl	5,326	-0,056
dotnet_shift_left_by_61	unsigned64	unsigned64	sync	impl	0,795	-0,067
dotnet_shift_left_by_61	signed64	signed64	sync	impl	0,795	-0,067
dotnet_shift_right_by_61	unsigned64	unsigned64	sync	impl	0,795	-0,067
dotnet_shift_right_by_61	signed64	signed64	sync	impl	2,526	-0,110
mul_by_2305843009213693952	unsigned64	unsigned64	sync	impl	0,795	-0,067
mul_by_2305843009213693952	signed64	signed64	sync	impl	0,795	-0,067
div_by_2305843009213693952	unsigned64	unsigned64	sync	impl	0,795	-0,067
div_by_2305843009213693952	signed64	signed64	sync	impl	5,358	-0,062
dotnet_shift_left_by_62	unsigned64	unsigned64	sync	impl	0,795	-0,067
dotnet_shift_left_by_62	signed64	signed64	sync	impl	0,795	-0,067
dotnet_shift_right_by_62	unsigned64	unsigned64	sync	impl	0,795	-0,067
dotnet_shift_right_by_62	signed64	signed64	sync	impl	2,526	-0,110
mul_by_4611686018427387904	unsigned64	unsigned64	sync	impl	0,795	-0,067
mul_by_4611686018427387904	signed64	signed64	sync	impl	0,795	-0,067
div_by_4611686018427387904	unsigned64	unsigned64	sync	impl	0,795	-0,067
div_by_4611686018427387904	signed64	signed64	sync	impl	5,282	-0,049
dotnet_shift_left_by_63	unsigned64	unsigned64	sync	impl	0,660	-0,080
dotnet_shift_left_by_63	signed64	signed64	sync	impl	0,660	-0,080
dotnet_shift_right_by_63	unsigned64	unsigned64	sync	impl	0,660	-0,080
dotnet_shift_right_by_63	signed64	signed64	sync	impl	2,468	-0,115
mul_by_9223372036854775808	unsigned64	unsigned64	sync	impl	0,660	-0,080
div_by_9223372036854775808	unsigned64	unsigned64	sync	impl	0,660	-0,080
dotnet_shift_left	unsigned32	unsigned32	sync	impl	3,304	0,038
dotnet_shift_left	signed32	signed32	sync	impl	3,304	0,038
dotnet_shift_right	unsigned32	unsigned32	sync	impl	3,180	0,001
dotnet_shift_right	signed32	signed32	sync	impl	3,365	-0,017
dotnet_shift_left	unsigned64	unsigned64	sync	impl	3,753	-0,016
dotnet_shift_left	signed64	signed64	sync	impl	3,753	-0,016
dotnet_shift_right	unsigned64	unsigned64	sync	impl	3,555	0,016
dotnet_shift_right	signed64	signed64	sync	impl	3,727	-0,022
mul_by_-2	signed1	signed1	sync	synth	0	0
mul_by_-2	signed8	signed8	sync	synth	1,407	-0,131
mul_by_-2	signed16	signed16	sync	impl	1,726	0,021
mul_by_-2	signed32	signed32	sync	impl	1,652	-0,002
mul_by_-2	signed64	signed64	sync	impl	2,155	-0,018
mul_by_0	unsigned1	unsigned1	sync	synth	0	0
mul_by_0	unsigned8	unsigned8	sync	synth	0	0
mul_by_0	unsigned16	unsigned16	sync	synth	0	0
mul_by_0	unsigned32	unsigned32	sync	synth	0	0
mul_by_0	unsigned64	unsigned64	sync	synth	0	0
